67333	1	a	comedy ensemble 
54443	1	a	communal spirit 
17195	0	a	can tell you that there 's no other reason why anyone should bother remembering it 
35316	1	a	all the complexity and 
8990	1	a	award 
61441	1	a	responsible for this illuminating comedy 
48659	0	a	a lumbering load 
19568	1	a	what lifts the film high above run-of-the-filth gangster flicks is its refusal to recognize any of the signposts , as if discovering a way through to the bitter end without a map . 
30494	0	a	the bodily function jokes are about what you 'd expect , 
38468	1	a	you have an interest in the characters you see 
63758	1	a	delightful stimulus 
24988	0	a	, the movie 's wildly careening tone and an extremely flat lead performance do little to salvage this filmmaker 's flailing reputation . 
63273	1	a	stylish psychological thriller 
27334	1	a	( reno ) delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion . 
54587	1	a	chance to prove his worth 
66377	0	a	taken 
39718	0	a	's kind of insulting , both to men and women 
27699	0	a	have made every effort to disguise it as an unimaginative screenwriter 's invention 
14537	1	a	firing on all cylinders 
30308	0	a	rise above the level of an after-school tv special 
62121	1	a	upbeat 
22739	1	a	directs , ideally 
36010	0	a	and plastic knickknacks 
9198	0	a	be made on the cheap 
22892	0	a	bad company . 
22410	0	a	've reeked of a been-there , done-that sameness 
26936	1	a	better movie experience 
11008	0	a	neither amusing nor dramatic enough to sustain interest 
7798	0	a	the pacing is often way off 
14795	1	a	revenge , and romance 
58601	1	a	a gentle and engrossing character 
22603	0	a	authentic account of a historical event that 's far too tragic to merit such superficial treatment . 
5662	1	a	before but never so vividly 
42281	1	a	kiddie entertainment , sophisticated wit and 
6787	1	a	changing lanes tries for more . 
37844	0	a	overstimulated minds 
15273	0	a	the grade as tawdry trash 
1229	0	a	it would fit chan like a $ 99 bargain-basement special . 
43548	1	a	work better 
43682	1	a	the procession 
49717	1	a	a slam-bang extravaganza that is all about a wild-and-woolly , wall-to-wall good time . 
28354	1	a	with music and laughter 
2246	1	a	most intense 
35937	0	a	lacks the generous inclusiveness that is the genre 's definitive , if disingenuous , feature 
4410	1	a	funny and fun 
19765	1	a	charming , banter-filled comedy 
47065	0	a	too many scenes toward the end that should move quickly 
1562	1	a	has a dashing and resourceful hero ; a lisping , reptilian villain ; big fights ; big hair ; lavish period scenery ; and a story just complicated enough to let you bask in your own cleverness as you figure it out . 
41742	0	a	flick that scalds like acid . 
17933	1	a	sorvino 
17037	0	a	trite 
44285	1	a	a brutal and funny work . 
20612	1	a	's just as wonderful on the big screen 
27394	0	a	personal velocity seems to be idling in neutral 
15142	0	a	one of the more glaring signs of this movie 's servitude to its superstar is the way it skirts around any scenes that might have required genuine acting from ms. spears . 
7045	0	a	chaos 
17121	1	a	laugh riot 
58337	0	a	more of an ordeal than an amusement 
54271	1	a	conventional thriller 
40143	1	a	of emotionally and narratively complex filmmaking 
17944	1	a	, it 's almost impossible not to be swept away by the sheer beauty of his images . 
43280	0	a	has nothing good to speak about other than the fact that it is relatively short , tries its best to hide the fact that seagal 's overweight and out of shape . 
34535	0	a	, provocative and vainglorious 
62955	0	a	of any film more challenging or depressing 
63376	1	a	the dream world of teen life 
11945	1	a	dogtown & z-boys evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of james dean . 
43182	0	a	expect more from director michael apted ( enigma ) and screenwriter nicholas kazan ( reversal of fortune ) than this cliche pileup 
47476	1	a	, but i suspect it might deliver again and again 
43694	0	a	can depress you about life itself . 
1510	1	a	a competent , unpretentious entertainment destined to fill the after-school slot at shopping mall theaters across the country . 
2019	1	a	exactly endearing 
29098	1	a	powerful , chilling , and affecting study 
47213	0	a	like a badly edited , 91-minute trailer ( and ) 
62481	0	a	this flat run 
36660	1	a	to behold -- as long as you 're wearing the somewhat cumbersome 3d goggles the theater 
41366	0	a	a disaster of a drama , saved only by its winged assailants . 
39413	1	a	aside from rohmer 's bold choices regarding point of view , the lady and the duke represents the filmmaker 's lifelong concern with formalist experimentation in cinematic art . 
38709	0	a	old , familiar 
109	1	a	would have liked it more if it had just gone that one step further 
40468	1	a	pulls off the feat with aplomb 
30235	1	a	is the sense that peace is possible 
53212	1	a	perfect show 
59289	0	a	a profoundly stupid affair 
15630	1	a	hilarious 
61156	1	a	davis ' candid , archly funny and deeply authentic take on intimate relationships 
45138	0	a	... keep the movie from ever reaching the comic heights it obviously desired . 
39384	1	a	wo n't be disappointed 
66318	1	a	it 's a very sincere work , but it would be better as a diary or documentary . 
16937	1	a	perfect comic timing 
46665	1	a	a thoughtful what-if for the heart as well as the mind . 
11644	1	a	strong themes 
17976	0	a	stories drowned by all too clever complexity 
33368	0	a	( orlando jones ) 
67101	0	a	gets violently gang-raped 
65612	1	a	smart jokes 
47781	0	a	surprisingly anemic disappointment 
46922	1	a	cinema fans 
47970	1	a	meets so many of the challenges it poses for itself that one can forgive the film its flaws . 
27634	1	a	has never been more charming than in about a boy . 
49228	0	a	'll want to crawl up your own *** in embarrassment 
24005	0	a	zigzag might have been richer and more observant if it were less densely plotted . 
7842	1	a	real narrative logic 
66148	0	a	's cliche to call the film ` refreshing 
6279	0	a	just another situation romance 
31566	1	a	the film presents visceral and dangerously honest revelations about the men and machines behind the curtains of our planet . 
19614	1	a	a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth 
33783	1	a	impeccable 
38961	1	a	gorgeously strange movie 
446	1	a	a solid cast , assured direction and complete lack of modern day irony . 
42691	1	a	turn on many people to opera , 
33784	1	a	cross between highlander and lolita 
6094	1	a	, guts and crazy beasts stalking men with guns though ... you will likely enjoy this monster . 
2418	0	a	the most horrific movie experience i 've had since `` ca n't stop the music . '' 
270	0	a	two guys who desperately want to be quentin tarantino when they grow up 
25911	1	a	understand her choices 
5297	0	a	a glorified sitcom 
35986	1	a	happy 
3967	1	a	cerebral 
50831	1	a	of a slightly more literate filmgoing audience 
8953	0	a	' dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy dialogue . 
44608	1	a	's a wise and powerful tale of race and culture forcefully told , with superb performances throughout 
11171	0	a	if you have nothing better to do with 94 minutes 
34519	0	a	i ca n't begin to tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents ... 
34579	0	a	i must have failed 
42480	0	a	as visually bland as a dentist 's waiting room 
5396	1	a	a change in expression 
29029	1	a	equals the original 
34905	1	a	been done before but never so vividly or with so much passion 
49603	0	a	the bottom of the pool with an utterly incompetent conclusion 
38014	0	a	befallen 
56876	0	a	did n't smile . 
12661	1	a	has made a film so unabashedly hopeful that it actually makes the heart soar 
59655	1	a	a delightful stimulus for the optic nerves , so much that it 's forgivable that the plot feels like every other tale of a totalitarian tomorrow . 
3643	1	a	is funny and pithy , while illuminating an era of theatrical comedy that , while past , 
64643	1	a	great one 
29865	1	a	allows his cast members to make creative contributions to the story and dialogue 
21821	0	a	sloppily 
12355	1	a	one adapted - from-television movie that actually looks as if it belongs on the big screen 
457	1	a	felt performances across the board . 
55740	1	a	's endlessly inventive , consistently intelligent and sickeningly savage 
23260	0	a	shabby digital photography 
31951	1	a	it 's still a guilty pleasure to watch . 
43955	0	a	it 's exploitive without being insightful . 
16240	1	a	enormously enjoyable 
37748	1	a	why sex and lucia is so alluring 
13268	1	a	this humbling little film , fueled by the light comedic work of zhao benshan and the delicate ways of dong jie , is just the sort for those moviegoers who complain that ` they do n't make movies like they used to anymore . ' 
53087	1	a	an intelligent , realistic portrayal 
44976	1	a	right film 
49930	1	a	is plenty of fun for all 
36900	1	a	tackles the difficult subject of grief and loss with such life-embracing spirit that the theme does n't drag an audience down . 
43036	0	a	` ick ' 
20642	1	a	savvy , compelling 
45711	1	a	stunning , taxi driver-esque portrayal 
9644	1	a	` praise the lord 
4188	0	a	connection or identification frustratingly 
23891	0	a	a beyond-lame satire , teddy bears ' picnic ranks among the most pitiful directing 
60970	0	a	we assume he had a bad run in the market or a costly divorce , because there is no earthly reason other than money why this distinguished actor would stoop so low . 
30821	1	a	of the bride 's humor is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues . 
5389	0	a	short of a travesty of a transvestite comedy 
36772	1	a	the movie does leave you marveling at these guys ' superhuman capacity to withstand pain 
44002	1	a	a freshly painted rembrandt 
12077	1	a	about the astonishingly pivotal role of imagination in the soulful development of two rowdy teenagers 
46926	0	a	some unnecessary parts 
19960	1	a	brash , intelligent and 
26429	0	a	sinks so low in a poorly played game of absurd plot twists , idiotic court maneuvers and stupid characters that even freeman ca n't save it . 
266	1	a	slick and manufactured to claim street credibility . 
58754	1	a	the actors pick up the slack 
23952	1	a	at a time when commercialism has squeezed the life out of whatever idealism american moviemaking ever had , godfrey reggio 's career shines like a lonely beacon . 
46814	0	a	the movie ends with outtakes in which most of the characters forget their lines and just utter ` uhhh , ' which is better than most of the writing in the movie . 
36793	0	a	feels like very light errol morris , focusing on eccentricity but failing , ultimately , to make something bigger out of its scrapbook of oddballs 
15031	0	a	slob city reductions of damon runyon crooks 
47728	0	a	that is dark 
1185	1	a	will turn out 
50267	1	a	coming through in the end 
62494	0	a	, slow and dreary 
27233	1	a	a dashing and resourceful hero ; a lisping , reptilian villain 
48890	0	a	it 's probably not easy to make such a worthless film ... 
63711	0	a	'll find yourself wishing that you and they were in another movie . 
49926	1	a	is undoubtedly one of the finest films of the year 
49188	0	a	remain an unchanged dullard 
9473	1	a	a gently funny , sweetly adventurous film that makes you feel genuinely good , 
5311	0	a	disorientated 
44098	1	a	showcases tom hanks as a depression era hit-man in this dark tale of revenge 
10021	0	a	odd , rapt spell 
19571	0	a	the viewer expects something special but instead gets ( sci-fi ) rehash . 
11118	0	a	everything was as superficial as the forced new jersey lowbrow accent uma had . 
36084	1	a	circa 
23690	1	a	is heartening in the same way that each season marks a new start 
2644	1	a	lee does so marvelously compelling is present brown as a catalyst for the struggle of black manhood in restrictive and chaotic america ... sketchy but nevertheless gripping portrait of jim brown , a celebrated wonder in the spotlight 
40575	1	a	something provocative 
22289	1	a	objective documentary 
45233	1	a	action-packed film 
25824	1	a	a thriller , and the performances 
18821	1	a	splendid-looking as this particular film 
10719	1	a	twice removed 
47144	1	a	elegant technology for the masses 
62466	1	a	gut-wrenching style of joseph heller or kurt vonnegut 
3579	0	a	bad '' is the operative word for `` bad company 
25074	1	a	distinct and very welcome sense 
39909	0	a	this long and relentlessly saccharine film is a clear case of preaching to the converted . 
44802	0	a	is that for the most part , the film is deadly dull . 
46860	1	a	stunning technical achievement 
50821	0	a	too bad . 
36067	1	a	invincible 
53753	0	a	shafer 's feature does n't offer much in terms of plot or acting . 
65555	0	a	never 
32425	1	a	hollywood romance 
32305	0	a	contains a few big laughs but many more that graze the funny bone or miss it altogether , in part because the consciously dumbed-down approach wears thin . 
26151	1	a	great past 
56909	0	a	farts , urine 
32853	1	a	sexy , surprising romance 
65548	0	a	delivered dialogue and a heroine who comes across as both shallow and dim-witted 
6894	1	a	a manically generous christmas vaudeville . 
19221	1	a	of astonishing grandeur 
54354	1	a	pleasing 
10323	0	a	it 's a glorified sitcom , and a long , unfunny one at that . 
40659	0	a	recognized as the man who bilked unsuspecting moviegoers 
26063	1	a	sexiness 
5107	1	a	exude an air of dignity that 's perfect for the proud warrior that still lingers in the souls of these characters . 
17799	1	a	of a triumph 
48902	1	a	a fine documentary can be distinguished from a mediocre one by the better film 's ability to make its subject interesting to those who are n't part of its supposed target audience . 
7763	1	a	a very charming and funny movie . 
10549	1	a	successfully blended satire , 
53522	0	a	auschwitz 
55265	1	a	a defiantly retro chord 
38103	1	a	of the most entertaining monster movies in ages 
53956	1	a	compulsively watchable 
8611	0	a	's too long and unfocused . 
15598	1	a	wonderfully 
12740	1	a	ambiguous and nothing 
15796	1	a	has found with an devastating , eloquent clarity 
54853	0	a	alienating most 
18838	1	a	is so convincing that by movies ' end you 'll swear you are wet in some places and feel sand creeping in others . 
63322	1	a	an impressive achievement in spite of a river of sadness that pours into every frame 
34297	1	a	, the movie possesses its own languorous charm . 
30090	0	a	under-inspired , overblown enterprise 
32349	0	a	to lessen the overall impact the movie could have had 
24340	1	a	a very resonant chord 
23944	1	a	is a remarkable piece of filmmaking ... because you get it 
53168	0	a	shot like a postcard and overacted with all the boozy self-indulgence that brings out the worst in otherwise talented actors 
15918	1	a	crucial to the genre and another first-rate performance 
38647	0	a	a dull girl 
2274	1	a	to provoke them 
21468	1	a	the story that emerges has elements of romance , tragedy and even silent-movie comedy . 
56337	1	a	has a number of other assets to commend it to movie audiences both innocent and jaded . 
22496	1	a	its own direction 
12487	0	a	it 's petty thievery like this that puts flimsy flicks like this behind bars 
41653	1	a	delicate ambiguity 
29778	1	a	a climactic hero 's 
57276	1	a	with fantasies , daydreams , memories and one fantastic visual trope 
8164	0	a	hollowness 
9736	0	a	, it still seems endless . 
34975	1	a	intriguing , observant 
43904	1	a	sincerity 
5566	1	a	plenty of laughs 
38225	1	a	a frightening and compelling 
3887	1	a	common sense 
33534	1	a	make the film relevant today 
24104	1	a	hugely enjoyable in its own right though not really faithful to its source 's complexity 
40670	0	a	it 's far tamer than advertised 
22084	0	a	the bad sound , 
39591	0	a	rendered tedious by avary 's failure to construct a story with even a trace of dramatic interest 
18876	1	a	clever and very satisfying picture 
1721	1	a	looking and stylish 
22998	0	a	you feel like a sucker 
53417	1	a	emphatic 
67211	1	a	does a solid job of slowly , steadily building up to the climactic burst of violence 
37775	1	a	celebration 
22373	1	a	can almost see mendes and company getting together before a single frame had been shot and collectively vowing , ` this is going to be something really good 
40	0	a	the entire point of a shaggy dog story , of course , is that it goes nowhere , and this is classic nowheresville in every sense . 
44701	0	a	a low-budget hybrid of scarface or carlito 's way 
57661	0	a	one of those strained caper movies that 's hardly any fun to watch and begins to vaporize from your memory minutes after it ends . 
24175	0	a	of this ` we 're - doing-it-for - the-cash ' sequel 
10486	1	a	technically proficient 
14183	0	a	and pat storytelling 
12141	0	a	an hour-and-a-half-long commercial for britney 's latest album 
23842	0	a	likely to drown a viewer in boredom than to send any shivers down his spine 
41494	1	a	an energizing 
20857	1	a	intensely romantic , 
57031	0	a	skeeved 
18195	1	a	if you go into the theater expecting a scary , action-packed chiller 
26661	1	a	i loved on first sight and , even more important 
24487	0	a	even more ludicrous 
40990	0	a	that chirpy songbird britney spears has popped up with more mindless drivel . 
30469	1	a	, may not touch the planet 's skin , but understands the workings of its spirit . 
28016	1	a	it , offering fine acting moments and pungent insights 
4736	0	a	a questionable kind of inexcusable dumb innocence 
10973	1	a	to see it twice 
38043	1	a	a taut , sobering film 
52566	0	a	cuba gooding jr. valiantly mugs his way through snow dogs , but even his boisterous energy fails to spark this leaden comedy 
16890	0	a	a plotline that 's as lumpy as two-day old porridge ... the filmmakers ' paws , sad to say , were all over this `` un-bear-able '' project 
39481	1	a	refreshing change 
53895	1	a	intellectual masterpieces 
52908	0	a	in three words : thumbs friggin ' down 
13253	0	a	thinking the only reason to make the movie is because present standards allow for plenty of nudity 
13347	0	a	been acted out 
44442	0	a	deserves a better vehicle than this facetious smirk of a movie 
6541	0	a	is a lot more bluster than bite . 
12860	0	a	sophomore effort 
31133	1	a	an enjoyable , if occasionally flawed , experiment . 
66922	1	a	the unconditional love she seeks 
3129	1	a	has appeal beyond being a sandra bullock vehicle or a standard romantic comedy 
19829	0	a	approached the usher and said that if she had to sit through it again , she should ask for a raise . 
21255	1	a	here is a divine monument to a single man 's struggle to regain his life , his dignity and his music . 
34015	0	a	because it 's lousy 
23769	1	a	reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled 
53793	1	a	kwan is a master of shadow , quietude , and room noise 
33166	1	a	though occasionally fun enough to make you 
36895	0	a	this wretchedly unfunny wannabe comedy is inane and awful - no doubt , it 's the worst movie i 've seen this summer 
21288	1	a	paraphrase a line from another dickens ' novel 
13380	0	a	not for every taste 
37649	1	a	an uncompromising film 
2310	0	a	some of the back-story is a little tired 
29946	1	a	little morality tale 
14532	1	a	seduce and conquer 
44590	0	a	donovan ... squanders his main asset , jackie chan , and fumbles the vital action sequences . 
14578	1	a	is also a testament to the integrity and vision of the band 
19269	0	a	for the viewer to doze off for a few minutes or make several runs to the concession stand and/or restroom and not feel as if he or she has missed anything 
16525	1	a	a riveting , brisk delight 
27385	1	a	finds the ideal outlet for his flick-knife diction in the role of roger swanson 
57148	1	a	a charming but slight comedy . 
53703	1	a	unabashed sweetness 
60794	0	a	which become strangely impersonal and abstract 
24265	0	a	of hell 
67098	1	a	the rare movie that 's as crisp and to the point as the novel on which it 's based 
16191	0	a	tell almost immediately that welcome to collinwood is n't going to jell 
15640	0	a	're burnt out on it 's a wonderful life marathons and bored with a christmas carol 
3718	1	a	its audience giddy 
24403	0	a	's just rather leaden and dull 
5773	0	a	wanders 
57005	0	a	a disappointingly thin slice 
2266	0	a	cookie-cutter action scenes 
39618	1	a	with second helpings of love , romance , tragedy , false dawns , real dawns , comic relief , two separate crises during marriage ceremonies , and the lush scenery of the cotswolds 
25834	1	a	exalts the marxian dream of honest working folk , 
16547	0	a	limited and so embellished by editing that there 's really not much of a sense of action or even action-comedy 
67083	1	a	a conventional , but well-crafted film about a historic legal battle in ireland over a man 's right to raise his own children . 
47402	1	a	neither quite a comedy nor a romance , more of an impish divertissement of themes that interest attal and gainsbourg -- they live together -- the film has a lot of charm . 
23508	0	a	how thoroughly unrewarding all of this 
58609	0	a	even in terms of the low-grade cheese standards on which it operates 
6010	1	a	, you 're too interested to care . 
21688	0	a	little visible talent 
4320	1	a	is surely 
58077	0	a	obscure the message 
60904	0	a	uses very little dialogue 
35132	0	a	so impersonal or even shallow 
62464	0	a	so bland that even as rogue cia assassins working for chris cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for damon/bourne or his predicament 
54118	0	a	to better understand why this did n't connect with me would require another viewing , and i wo n't be sitting through this one again ... that in itself is commentary enough . 
41282	1	a	direct hit 
7766	1	a	a film that 's destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio 's animated classics 
15140	0	a	although i did n't hate this one , it 's not very good either . 
47036	1	a	sharp script 
35685	1	a	a strangely stirring experience that finds warmth in the coldest environment and makes each crumb of emotional comfort 
55066	0	a	predictable plot 
20578	1	a	a variety of quirky characters and an engaging story 
18493	0	a	none of this is meaningful or memorable 
29975	1	a	has one very funny joke and a few other decent ones 
66675	1	a	perfectly creepy and believable 
33098	1	a	the bai brothers have taken an small slice of history and opened it up for all of us to understand , 
4378	1	a	than its fair share of saucy 
31035	0	a	becomes long and tedious like a classroom play in a college history course 
18550	1	a	as beautifully shaped 
44082	0	a	, absurd collection 
57878	0	a	because you 're sure to get more out of the latter experience 
13595	1	a	is a director to watch . 
53640	1	a	a happy , heady jumble of thought and storytelling , 
67088	0	a	bogs 
10747	1	a	the breathtakingly beautiful outer-space documentary space station 3d 
36649	1	a	crafted a complicated hero who is a welcome relief from the usual two-dimensional offerings . 
6880	1	a	have the worthy successor to a better tomorrow and the killer which they have been patiently waiting for . 
16424	0	a	might describe as a castrated 
23289	0	a	annoying and 
29517	0	a	queen of the damned as you might have guessed , makes sorry use of aaliyah in her one and only starring role -- she does little here but point at things that explode into flame 
36263	0	a	bombastic and ultimately empty 
17264	0	a	not everyone will welcome or accept the trials of henry kissinger as faithful portraiture , but 
47661	1	a	beautifully detailed performances by all of the actors 
13994	0	a	go back to sleep . 
48016	0	a	feels rigged and sluggish 
38824	1	a	espn 
5121	0	a	dopey 
27624	1	a	well-made evocation 
58457	1	a	trimmed dickens ' wonderfully sprawling soap opera , the better to focus on the hero 's odyssey from cowering poverty to courage and happiness 
30242	0	a	fondly remembered as roman coppola 's brief pretentious period before going on to other films that actually tell a story worth caring about 
60238	1	a	compliment 
12379	1	a	darkly funny and frequently insightful . 
49272	1	a	hard to resist . 
5687	0	a	the biggest disappointments of the year 
62107	1	a	mixed-up 
26570	0	a	realize that they 've already seen this exact same movie a hundred times 
16581	0	a	of its plot contrivances 
2142	0	a	essentially ruined -- or , rather , 
18354	0	a	why ? 
16615	1	a	is bright and flashy in all the right ways 
40489	0	a	writer-director randall wallace has bitten off more than he or anyone else could chew , and his movie veers like a drunken driver through heavy traffic . 
20784	1	a	with chaplin and kidman , who are capable of anteing up some movie star charisma when they need it to sell us on this twisted love story , but who can also negotiate the movie 's darker turns 
20179	0	a	furious 
25241	1	a	are sweet and believable , 
17227	1	a	of an authentic feel 
45161	1	a	thought-provoking and 
56034	1	a	reflect that its visual imagination is breathtaking 
66310	1	a	an exceptional thriller 
20658	1	a	it transporting is that it 's also one of the smartest 
